player_id,player_name,player_nickname,jersey_number,country,cards,positions,match_id,competition_name,season_name
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': '61:01', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 21, 'position': 'Left Wing', 'from': '61:01', 'to': '88:34', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '88:34', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",18245,Champions League,2017/2018
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18245,Champions League,2017/2018
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18244,Champions League,2016/2017
5463,Luka Modrić,,19,Croatia,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': '16:42', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '16:42', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",18244,Champions League,2016/2017
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '77:17', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '77:17', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",18243,Champions League,2015/2016
5463,Luka Modrić,,19,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18243,Champions League,2015/2016
4320,Neymar da Silva Santos Junior,Neymar,11,Brazil,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18242,Champions League,2014/2015
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18242,Champions League,2014/2015
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,"[{'time': '12:18', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 4}]","[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18241,Champions League,2013/2014
5463,Luka Modrić,,19,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18241,Champions League,2013/2014
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",18240,Champions League,2012/2013
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '01:13', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '01:13', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",18236,Champions League,2010/2011
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3750201,Champions League,2008/2009
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,"[{'time': '77:40', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '50:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '50:00', 'to': '75:35', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 16, 'position': 'Left Midfield', 'from': '75:35', 'to': '84:03', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 12, 'position': 'Right Midfield', 'from': '84:03', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3750201,Champions League,2008/2009
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '24:39', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '25:32', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Player On', 'end_reason': 'Final Whistle'}]",3939977,Copa America,2024
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],[],3939986,Copa America,2024
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '37:29', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '38:01', 'to': '65:49', 'from_period': 1, 'to_period': 2, 'start_reason': 'Player On', 'end_reason': 'Substitution - Off (Injury)'}]",3943077,Copa America,2024
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942785,Copa America,2024
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942228,Copa America,2024
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '83:34', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '84:30', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Player On', 'end_reason': 'Final Whistle'}]",3939969,Copa America,2024
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '87:03', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '87:03', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857296,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3857296,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '80:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '80:00', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857277,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '62:35', 'to': '63:40', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 21, 'position': 'Left Wing', 'from': '63:40', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857275,FIFA World Cup,2022
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '87:18', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3857298,FIFA World Cup,2022
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': '24:51', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '24:51', 'to': '63:11', 'from_period': 1, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '63:11', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857297,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3857266,FIFA World Cup,2022
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '87:02', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '87:02', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857265,FIFA World Cup,2022
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 18, 'position': 'Right Attacking Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3857268,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,"[{'time': '99:46', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 2}]","[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '112:50', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '112:50', 'to': '66:21', 'from_period': 4, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '66:21', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869321,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '41:20', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '41:20', 'to': '64:09', 'from_period': 1, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 21, 'position': 'Left Wing', 'from': '64:09', 'to': '72:52', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '72:52', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869685,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '115:32', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '115:32', 'to': '28:11', 'from_period': 4, 'to_period': 1, 'start_reason': 'Tactical Shift', 'end_reason': 'Player Off'}, {'position_id': 17, 'position': 'Right Wing', 'from': '28:19', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Player On', 'end_reason': 'Final Whistle'}]",3869685,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3869684,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '26:58', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '26:58', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869151,FIFA World Cup,2022
4320,Neymar da Silva Santos Junior,Neymar,10,Brazil,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': '79:09', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Injury)'}]",3857258,FIFA World Cup,2022
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '50:47', 'to': '51:09', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '51:09', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869486,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '59:26', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 17, 'position': 'Right Wing', 'from': '59:26', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857264,FIFA World Cup,2022
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '45:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '45:00', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857264,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3857289,FIFA World Cup,2022
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '72:49', 'to': '74:11', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '74:11', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869254,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3869519,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '49:43', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '49:43', 'to': '80:40', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3869519,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3869354,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '52:05', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 21, 'position': 'Left Wing', 'from': '52:48', 'to': '64:52', 'from_period': 2, 'to_period': 2, 'start_reason': 'Player On', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '64:52', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869552,FIFA World Cup,2022
4320,Neymar da Silva Santos Junior,Neymar,10,Brazil,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3869420,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '109:25', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '109:25', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869420,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '98:21', 'from_period': 1, 'to_period': 3, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3869219,FIFA World Cup,2022
4320,Neymar da Silva Santos Junior,Neymar,10,Brazil,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': '80:17', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3869253,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '75:56', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '75:56', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3869152,FIFA World Cup,2022
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3869152,FIFA World Cup,2022
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '55:27', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '55:27', 'to': '82:00', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3857270,FIFA World Cup,2022
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '62:22', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '62:22', 'to': '81:15', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '81:15', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3857283,FIFA World Cup,2022
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3857300,FIFA World Cup,2022
5463,Luka Modrić,,10,Croatia,"[{'time': '84:03', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 2}]","[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '85:25', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3857281,FIFA World Cup,2022
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3857279,FIFA World Cup,2022
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '64:56', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3857262,FIFA World Cup,2022
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 25, 'position': 'Secondary Striker', 'from': '00:00', 'to': '82:14', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '82:14', 'to': '86:33', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '86:33', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",8650,FIFA World Cup,2018
4320,Neymar da Silva Santos Junior,Neymar,10,Brazil,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '26:52', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 21, 'position': 'Left Wing', 'from': '27:58', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Player On', 'end_reason': 'Final Whistle'}]",8650,FIFA World Cup,2018
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",7584,FIFA World Cup,2018
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",7539,FIFA World Cup,2018
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '73:44', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",7546,FIFA World Cup,2018
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 18, 'position': 'Right Attacking Midfield', 'from': '00:00', 'to': '57:40', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '57:40', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",7545,FIFA World Cup,2018
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",7545,FIFA World Cup,2018
5668,Robert Lewandowski,,9,Poland,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",7572,FIFA World Cup,2018
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '64:12', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",7561,FIFA World Cup,2018
5503,Lionel Andrés Messi Cuccittini,Lionel Messi,10,Argentina,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': '55:04', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 18, 'position': 'Right Attacking Midfield', 'from': '55:04', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",7531,FIFA World Cup,2018
3089,Kevin De Bruyne,,7,Belgium,[],[],7570,FIFA World Cup,2018
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,"[{'time': '79:48', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",7557,FIFA World Cup,2018
5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,Portugal,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",7542,FIFA World Cup,2018
5463,Luka Modrić,,10,Croatia,[],"[{'position_id': 18, 'position': 'Right Attacking Midfield', 'from': '00:00', 'to': '117:46', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",8656,FIFA World Cup,2018
